Iter1,Iter2,Iter3,Iter4,Iter5
0.009478934189185328,0.017379278876692328,0.02438685855401579,0.03094968498365791,0.03739235286140552
0.02415767066702168,0.03901197976611759,0.05027631052845993,0.06048710069522911,0.07127983528781212
0.004133957130657229,0.007911665310094795,0.011418122961009192,0.014716589078678233,0.01785418225973079
0.019182138456130815,0.03234800044643793,0.04391348268465434,0.05640995634682999,0.072281890615978
0.007873945227460877,0.015619596129786806,0.02306989871065568,0.03008954814290188,0.03657801842513686
0.0010395582837204875,0.0018921436801855318,0.002700991343399073,0.0035753184305372665,0.004631557619279136
0.011413675857228744,0.019005945510031763,0.025260070526624934,0.03146218538152856,0.038679750073643326
0.01261124832543803,0.021979360053259844,0.029784127145438766,0.0369688696904682,0.04418382114827957
0.019455278524592945,0.03300066473937191,0.043851112232075606,0.053674059835010834,0.06356822573033871
0.005550330053432639,0.009726109121050874,0.013508434402571656,0.017554880336219103,0.022539616351471503
0.017022032343749438,0.031779021002898866,0.044943710954633787,0.05694952177064072,0.068078090845056
-0.004094976453155819,-0.007680107216232135,-0.010975554299504253,-0.01413959548066468,-0.017297611630763488
0.0055190095129386,0.010405359974192896,0.014628682478541877,0.018192887566159,0.021129655488294596
0.009853449079066934,0.01846355238911679,0.0267018069055166,0.03523269124821582,0.044664922011474095
0.022296092117564115,0.0378079067283309,0.049963110868385674,0.06043756847860127,0.07021929934436044
0.015423884260781673,0.026607035433665382,0.03564361567481944,0.04364270866636577,0.05130041597700563
0.03307520661310315,0.05568495815516461,0.07328025076447475,0.08850214393482181,0.10287810733698177
0.013362043743129437,0.025207641114352364,0.035929401227340896,0.04565892119365056,0.054467497145472166
0.014158353444059357,0.026749464660314803,0.03702184062788638,0.044758973633310606,0.050146445925861705
0.004751782942141625,0.009835239439507037,0.015036399055330163,0.02014687864144804,0.024988000854959225
0.006399338101248375,0.012245115848930621,0.01745194915754089,0.021980328060822063,0.02583114377184703
0.01019563420183689,0.01870482671500484,0.026119153488261215,0.03279583121617269,0.03895699430015964
0.015789235619931508,0.02603880769412381,0.03406010586930541,0.041439276689858806,0.04926448691230978
0.014172495385519901,0.025102625022289438,0.034164442497927716,0.04216316621961036,0.04962088928448227
0.00988180770640601,0.01956411249590484,0.02868997273602425,0.03699490219814716,0.044316398644853705
0.007003849001701812,0.011571746732222832,0.015190244882924642,0.01859558384516591,0.022332075561805498
0.01812018682171057,0.030463060308324463,0.039982073682572006,0.048110879718327615,0.05567975133713288
0.014602610223502288,0.025525401933793712,0.035451379180382214,0.046176984919553576,0.05957873854061091
0.01838473220365011,0.03175686001656253,0.043305335944872625,0.054863513394015406,0.06793840708789423
0.011864638633443336,0.021937754465984782,0.02934959466469067,0.03411766029912233,0.03678414496780691
0.006738873859529426,0.01025300488150449,0.012860902771717142,0.015534802757483979,0.019195713069943943
0.011720773137249063,0.02006566569809376,0.02700725288353445,0.03362838039367788,0.04074870761509597
0.008434247705790154,0.01586428538923268,0.02232659424599015,0.02787932196766507,0.03259314850374473
0.015544788424893818,0.026731945109106592,0.03562016462143658,0.04329783630484452,0.050430126372712714
0.014969677947087812,0.022781239617752025,0.0288082118316072,0.03542318521388055,0.045278964445932934
-0.0003357038699459691,-0.0006585927539520808,-0.0009633922585313703,-0.0012462792220150343,-0.0015048065399722033
0.017112522437021216,0.03096010273017491,0.04294086230923644,0.053803627911100715,0.06398424022767024
0.010262294499802649,0.017910059191271088,0.024767769783087146,0.03199301239836738,0.04068114327717509
0.018494861999166612,0.03537083163227128,0.050392795189612705,0.06345746922924345,0.0745726933962485
0.021469470062267848,0.04085684460099759,0.058083597740393844,0.07301744442772085,0.08563017122234506
0.010890053778931597,0.021164842849693333,0.030349620930057886,0.03816789102925733,0.04452531798277126
0.008325480495907756,0.016147984892572964,0.023901305821566576,0.03179488838882838,0.03992279090237538
0.003922873478996225,0.008348289643887674,0.01291682998267707,0.017265044982899047,0.021108779370774267
0.004044864541356663,0.00799855687716855,0.011658555747318,0.014871035776226948,0.017546424577670416
0.01605140527834492,0.028911687317313528,0.040723359833162553,0.052975468648362334,0.06707927355768406
0.009913744751027131,0.01731894910605114,0.023051765845296335,0.02760263440561672,0.031280908375384886
0.012364762475252755,0.022498411782160166,0.031068852723666773,0.03844859803644307,0.04486277923421633
0.012095993576950792,0.023480181471769557,0.0342838665326749,0.044590109705087255,0.054431878139611256
0.010204001060477474,0.0237641127667656,0.03806748806812865,0.05010286961612864,0.05834272404131713
0.03322725879668875,0.054958600248032674,0.07171033957708839,0.08650050284421629,0.10114578836508337
0.006417076129651589,0.011105670126702383,0.015252226343443587,0.019599020080519614,0.024866963089277383
0.03753303366895255,0.057507967011219296,0.07138536320862976,0.08341429116749677,0.09605120221974173
0.00011144515792826937,0.00019955049814035508,0.0002738608905412665,0.00034014870656129403,0.0004022740099438593
0.004896343093370059,0.008186755505942611,0.010907509026328754,0.013617692183479302,0.016808296850731153
0.0076119922625367265,0.013294124799477558,0.018455788001444873,0.02404510019075734,0.03107209457321336
0.0004962786849282974,0.0010380749908486253,0.001567485290313475,0.0020372742009932,0.002418273502597712
0.012451806652285846,0.021405907240710453,0.028990983774892842,0.036399583419333026,0.04456555789334338
-0.0016072750416102899,-0.004312765155946252,-0.007445932151962542,-0.010027453566392341,-0.01157254719138856
0.00780050816728084,0.013917998247841123,0.019209300307594823,0.02421286654705357,0.029342297311828247
0.013438008543713797,0.025248351088477228,0.03591880871187114,0.045756792986278105,0.054939052769441554
0.00759730017657434,0.014307701321114807,0.020127488820568584,0.025074152668565275,0.02919003110833729
0.01578733427299528,0.028908303596365093,0.04088632364942346,0.05277140726850582,0.06544884619207103
0.015076079297201783,0.027974466100645468,0.03914158187899386,0.04881576728861592,0.05714823646152101
0.017033048610656798,0.03168447495837101,0.043994690340202536,0.05408987955613709,0.0621686654056709
0.005469752903725422,0.00995731942025524,0.014173697023684761,0.01865133880064107,0.023936865038228006
0.02275260451914496,0.034886246917108954,0.043926002124195396,0.052892907822176816,0.06427425817940191
0.0032743607593973545,0.006537439486300922,0.009562232292449901,0.012190330302416785,0.014341032033423518
0.00017953304907813994,0.0003121606264895327,0.0004304328882446251,0.0005551981860716371,0.0007071583945382764
0.011630572930065641,0.019052432942530118,0.024876521703436127,0.030385856097053132,0.03655235158427128
0.013804712349137271,0.02480489346999093,0.033820220897466724,0.04136488269847616,0.04777988946773859
0.03278804392850598,0.05103548804855884,0.06387922007800806,0.07482127965256002,0.08581149514231634
0.014112054319521672,0.024731817088427754,0.03291959414859735,0.03934604786984386,0.044457701076826006
0.003259304182205658,0.00730222653187429,0.011902631689453602,0.01674357491995926,0.021477113133456793
0.007608239251692739,0.014582812966938086,0.021331498453067588,0.02818178645749947,0.035422178299826745
0.014273991877475467,0.026198258649589024,0.03626298026965524,0.04481289379971387,0.05209279392663091
0.004238206419336477,0.008138187030730326,0.011787023407608843,0.015248406017176253,0.0185675375085409
0.0027893897882381724,0.0050567728523504,0.006934205753494904,0.00851171388114913,0.009852838387632845
0.016577759112567536,0.029794127402744897,0.041402455282769424,0.05247479659330234,0.06378354229263739
0.008476796341462589,0.015528932975807708,0.021456562714234573,0.02647304665821215,0.030736508538868224
0.03805761330725799,0.06160971083558098,0.07938649344834581,0.09522724693983908,0.1114912802340906
0.011264138325101203,0.021001361688025022,0.03030299380030066,0.040013532460605794,0.05093269694321412
0.008573376981933722,0.015092624456611747,0.020566649791999958,0.02557113311929704,0.030492479833916675
0.029873720899578737,0.052961883098075035,0.07217273266974333,0.08905379912783018,0.1045093236629131
0.020358261992019178,0.03275125404380652,0.04132478261266692,0.04786693607856507,0.0532788227870572
0.009563269201402713,0.01727852521161044,0.02391430208684031,0.02994335021830896,0.03568724755448449
