"","followup_time","survival_diff","2.5%","97.5%"
"1",0,0.00103956970006447,-0.0058491633533837,0.0171958891781091
"2",1,0.00188882869315765,-0.0123647120193235,0.0282108315364857
"3",2,0.00275262627635164,-0.0178124951942266,0.0408033857645677
"4",3,0.00383077000488263,-0.0230864061176598,0.0540553654480941
"5",4,0.0054446550117101,-0.0295867100738679,0.0786621989625571
