9,500000,R,21.59,4374.22
73,500,Julia,0.95,834.12
73,500,R,0.13,383.79
34,500000,Julia,18.5,2952.95
34,500000,R,22.67,4206.82
58,500000,Julia,18.03,3406.85
58,500000,R,22.11,4229.51
69,500000,Julia,19.63,3193.51
69,500000,R,22.19,4649.23
67,500000,Julia,19.58,3849.63
67,500000,R,22.28,4191.18
68,500000,Julia,19.53,4205.52
68,500000,R,22.33,4255.59
71,5000,Julia,1.05,869.21
71,5000,R,0.37,568.15
70,5000,Julia,1.06,826.27
70,5000,R,0.37,562.73
38,500000,Julia,18.36,3397.48
38,500000,R,23.02,4412.42
39,500000,Julia,20.49,3774.93
39,500000,R,23.19,4137.38
61,500000,Julia,18.06,3734.42
61,500000,R,22.42,4198.45
42,500000,Julia,20.47,3066.69
42,500000,R,23.24,4223.78
44,500000,Julia,20.76,3449.85
44,500000,R,23.28,4223.94
56,500000,Julia,18.06,3036.26
56,500000,R,22.52,4150.49
33,500000,Julia,20.48,3066.06
33,500000,R,23.36,4401.32
60,500000,Julia,17.99,2952.27
60,500000,R,22.66,4398.4
74,500,Julia,1.57,844.26
74,500,R,0.12,383.79
30,500000,Julia,20.61,3615.83
30,500000,R,23.6,4218.86
73,5000,Julia,1.05,834.59
73,5000,R,0.37,571.66
66,500000,Julia,19.57,3796.37
66,500000,R,22.96,4180.06
36,500000,Julia,20.84,2955.32
36,500000,R,23.68,4160.86
32,500000,Julia,20.73,3896.71
32,500000,R,23.8,4347.48
41,500000,Julia,20.46,3769.71
41,500000,R,23.8,4357.99
48,500000,Julia,19.99,3772.06
48,500000,R,23.0,4378.04
46,500000,Julia,18.26,4166.91
46,500000,R,23.04,4211.14
72,50000,Julia,1.23,1129.34
72,50000,R,1.57,855.28
8,500000,Julia,19.9,2929.01
8,500000,R,23.13,4373.14
12,5000000,Julia,4.31,14494.34
12,5000000,R,4.31,7556.79
74,5000,Julia,1.46,859.75
74,5000,R,0.53,570.09
71,50000,Julia,1.82,1147.59
71,50000,R,2.44,853.96
70,50000,Julia,1.83,1124.36
70,50000,R,2.46,836.31
75,500,Julia,0.81,834.45
75,500,R,0.11,383.88
73,50000,Julia,1.87,1145.84
73,50000,R,2.48,855.65
75,5000,Julia,0.85,835.04
75,5000,R,0.31,558.89
62,5000000,Julia,4.4,14829.46
62,5000000,R,4.39,7120.09
52,500000,Julia,22.29,3902.0
52,500000,R,26.65,4481.96
51,500000,Julia,22.14,3720.29
51,500000,R,26.72,4523.03
77,500,Julia,0.73,842.26
77,500,R,0.09,383.81
50,500000,Julia,22.12,2843.42
50,500000,R,26.92,4363.61
74,50000,Julia,2.41,1058.59
74,50000,R,3.29,855.08
75,50000,Julia,1.52,1135.62
75,50000,R,2.07,956.76
53,500000,Julia,22.2,3718.32
53,500000,R,27.29,4151.66
54,500000,Julia,22.24,2989.88
54,500000,R,27.27,4418.08
55,500000,Julia,22.18,2980.62
55,500000,R,27.42,4385.16
77,5000,Julia,0.76,833.41
77,5000,R,0.28,569.9
41,5000000,Julia,4.59,14537.32
41,5000000,R,4.58,7154.0
76,500,Julia,0.64,846.69
76,500,R,0.09,377.31
77,50000,Julia,1.37,1127.7
77,50000,R,1.81,875.16
76,5000,Julia,0.71,838.19
76,5000,R,0.26,475.91
76,50000,Julia,1.33,1143.24
76,50000,R,1.7,857.59
78,500,Julia,0.79,821.21
78,500,R,0.09,378.42
78,5000,Julia,0.85,865.59
78,5000,R,0.3,563.44
78,50000,Julia,1.52,1142.52
