Iter1,Iter2,Iter3,Iter4,Iter5
0.002374842440941327,0.00457138929435652,0.006647353416664448,0.008647573415026755,0.01060765476094716
0.0014478122260856985,0.002712708397262009,0.0038778110229348295,0.005004204892559372,0.0061416773132449975
0.0006272611037952958,0.0011645473198355072,0.0016548663106898953,0.0021288221730346724,0.002611120936711342
0.002773328074750725,0.005300464305723507,0.0077063205927450085,0.010088060679517286,0.012527371958643396
0.001637909937295512,0.003218098743308917,0.004800509973555855,0.006438339493361478,0.00818105505578648
0.0025888584824584893,0.005299056143126424,0.00795646373216341,0.010410451257524822,0.012556182643249869
0.0024370237382680404,0.004583749502742096,0.006562331426855805,0.008460133318916263,0.010344685294666367
0.0016538474564962158,0.0033702195623869224,0.0051126037812753156,0.006843972677958554,0.008529399971577756
0.004275910767774005,0.007736996271005103,0.010832150034398302,0.013864652618257978,0.0170903646957703
-0.00020120026817238568,-0.00038641871969335995,-0.0005654816523135153,-0.0007463114607051402,-0.0009358750893345702
0.003617053660611824,0.006865179495279317,0.009928092565896995,0.012945620549591363,0.016034930558717853
-5.830092500092032e-5,-0.00011005089643323362,-0.0001582252974977605,-0.0002050556404137316,-0.00025237364561958575
-0.002156203452394312,-0.004196841270908247,-0.006156823290103697,-0.008064137040016295,-0.009941395676506759
0.004303970255127965,0.008076127062255689,0.011479315309898652,0.014631372183731228,0.017621045909527178
8.192927159056396e-5,0.00015642759775980064,0.00022598354744107763,0.00029249220010973964,0.00035745406348663966
-0.00046685589551409556,-0.0009542551471628524,-0.001435512791727378,-0.0018869917900575794,-0.0022912109051728136
0.006315666760766114,0.012082017566586112,0.017504813228038762,0.02273900008493568,0.02790504109463432
0.0033754972225217283,0.006217467850850311,0.008695537211138471,0.010923291273118974,0.012980929153896592
0.001192712359586623,0.0021981340809478223,0.0031368588885017923,0.004099132555815954,0.005170666555732506
0.001647000916972674,0.003232699192761257,0.004801147648281434,0.006390416578401226,0.00803445717989082
0.0024634099972252743,0.004738072631846668,0.006896769178637352,0.008996132688762981,0.011081635932517653
0.006489820661564116,0.012758361303859322,0.018651597453954394,0.024055787300489406,0.028899514034037788
0.0020631023988322283,0.003933677829092375,0.005680748335773256,0.007357049004153793,0.009004812926040384
