file,time_seconds,alloc_kb
data_1e+05_-3.8_0.5_0_1.csv,9692.6752665,1.602545936109375e9
data_1e+05_-3.8_0.5_0_2.csv,7991.4346483,1.604091810140625e9
data_1e+05_-3.8_0.5_0_3.csv,7584.8063194,1.6022101072578125e9
data_1e+05_-3.8_0.5_0_4.csv,7266.077982,1.6028432219609375e9
data_1e+05_-3.8_0.5_0_5.csv,7351.2144462,1.6005915521953125e9
